name,popularity,albumName,artistNames,spotifyUri
I Wish I Knew How It Would Feel to Be Free,66,Silk & Soul (Expanded Edition),Nina Simone,spotify:track:5CKHhg31HcYYhwUeeGqvhq
Turn Me On,42,Silk & Soul (Expanded Edition),Nina Simone,spotify:track:5TX08awwAs7EHiUAZot3UM
The Turning Point,39,Silk & Soul (Expanded Edition),Nina Simone,spotify:track:5sbQWYxAL2Or9aWi8KVYLP
Some Say,39,Silk & Soul (Expanded Edition),Nina Simone,spotify:track:5iwyFiWDnWMMeTdbrCIofc
Do I Move You?,50,Nina Simone Sings The Blues (Expanded Edition),Nina Simone,spotify:track:0aIcFRGr88cGtlEJBuDub6
Day and Night,28,Nina Simone Sings The Blues (Expanded Edition),Nina Simone,spotify:track:1U5imk2JuhTUFfCiygRGGa
In the Dark,33,Nina Simone Sings The Blues (Expanded Edition),Nina Simone,spotify:track:1EJNVmLt3wnssius7WVE2l
Real Real,27,Nina Simone Sings The Blues (Expanded Edition),Nina Simone,spotify:track:7uYvKcX4hJ4YUVV06qsmer
My Man's Gone Now,32,Nina Simone Sings The Blues (Expanded Edition),Nina Simone,spotify:track:5QzTKoV71zuDilmtCkdU8A
Backlash Blues,48,Nina Simone Sings The Blues (Expanded Edition),Nina Simone,spotify:track:2bdapwYVEGpGWxlx3iooAB
I Want a Little Sugar In My Bowl,55,Nina Simone Sings The Blues (Expanded Edition),Nina Simone,spotify:track:3NcJu9876GBJuNU6vJOrbb
Buck,29,Nina Simone Sings The Blues (Expanded Edition),Nina Simone,spotify:track:71UfXGXPCyi0zMNeXoogdk
Since I Fell for You,47,Nina Simone Sings The Blues (Expanded Edition),Nina Simone,spotify:track:0S8wQT9YkE41gHIGwXvgep
The House of the Rising Sun,34,Nina Simone Sings The Blues (Expanded Edition),Nina Simone,spotify:track:5UWarhuxo8QZ5lKxgw5EHv
Blues for Mama,46,Nina Simone Sings The Blues (Expanded Edition),Nina Simone,spotify:track:2vY3XKWiQ3gb4o0aXRtHjY
Do I Move You - Version II,26,Nina Simone Sings The Blues (Expanded Edition),Nina Simone,spotify:track:2km9fkIwupyw4puhwcYnCP
Whatever I Am (You Made Me),25,Nina Simone Sings The Blues (Expanded Edition),Nina Simone,spotify:track:5WwiNwiyslsGmbmh6N07NA
I'm Gonna Leave You,32,High Priestess Of Soul,Nina Simone,spotify:track:2NFAQmxnXxBRKsAJ1wR6Rj
Brown Eyed Handsome Man,30,High Priestess Of Soul,Nina Simone,spotify:track:0YiYiDn1ekRGXTQmGmkeqi
Don't You Pay Them No Mind,26,High Priestess Of Soul,Nina Simone,spotify:track:7fWlzxfoBttogfbe0OK34q
Keeper Of The Flame,25,High Priestess Of Soul,Nina Simone,spotify:track:6Ar5ViRL0hAtwunNxjLvpt
The Gal From Joe's,25,High Priestess Of Soul,Nina Simone,spotify:track:43Hb4LZlvtm4pyOBkwOf1i
Take Me To The Water,26,High Priestess Of Soul,Nina Simone,spotify:track:3ygam4iPbcaCe9AlHTVfcp
I'm Going Back Home,25,High Priestess Of Soul,Nina Simone,spotify:track:5qBCzGVg3ae8LuU0flTrLa
I Hold No Grudge,26,High Priestess Of Soul,Nina Simone,spotify:track:4MfrKRT9jwsFcfYPXHSHbz
Come Ye,25,High Priestess Of Soul,Nina Simone,spotify:track:3xVK8KGeQ4xAsDoUz3UXc2
He Ain't Comin' Home No More,24,High Priestess Of Soul,Nina Simone,spotify:track:7Dju6lHF8EJuPdR9Iuy0HJ
Work Song,47,High Priestess Of Soul,Nina Simone,spotify:track:628A54HsxBPfgJPShyD7gx
I Love My Baby,26,High Priestess Of Soul,Nina Simone,spotify:track:761uXKjnZvPL02amoiXGyZ
Suzanne,49,To Love Somebody (Expanded Edition),Nina Simone,spotify:track:1rsTANyQavJLIiPIFUgoiM
"Turn, Turn, Turn (To Everything There Is a Season)",25,To Love Somebody (Expanded Edition),Nina Simone,spotify:track:4fQVj0PuaQ5bLqoUAGaMJp
Revolution (Pt. 1),23,To Love Somebody (Expanded Edition),Nina Simone,spotify:track:5DiHAfiOoFLhOObTr34qJY
Revolution (Pt. 2),20,To Love Somebody (Expanded Edition),Nina Simone,spotify:track:3ttAUpmqFwCP6nuzK0qrWy
I Shall Be Released,54,To Love Somebody (Expanded Edition),Nina Simone,spotify:track:32BTFbqhSvYKftE0e8a8d4
Just Like Tom Thumb's Blues,33,To Love Somebody (Expanded Edition),Nina Simone,spotify:track:5pYoVsL8N5h8gO7dGqs2q7
The Times They Are A-Changin',23,To Love Somebody (Expanded Edition),Nina Simone,spotify:track:5fZ8JrPLA3XLyNYuozRCpF
"Turn, Turn Turn (To Everything There Is a Season) - alternate version",19,To Love Somebody (Expanded Edition),Nina Simone,spotify:track:31h86KdkOf8ChnzEgFEqGv
"Revolution - Live in Munich, Germany - April 1969",20,To Love Somebody (Expanded Edition),Nina Simone,spotify:track:58ksyZCtpcjY1DkNqrPxS9
The Glory of Love,19,To Love Somebody (Expanded Edition),Nina Simone,spotify:track:1F4oE3JywnHbghLVc9Z9ey
To Love Somebody,56,To Love Somebody (Expanded Edition),Nina Simone,spotify:track:7LZoKNMhsZ7qbP1lYGDva8
I Can't See Nobody,26,To Love Somebody (Expanded Edition),Nina Simone,spotify:track:73PBTICD2A3AdKCvUE33Dz
Suzanne - alternate version,24,To Love Somebody (Expanded Edition),Nina Simone,spotify:track:5qYAeh6APOdZls2n24UvoK
"Save Me - Live in Munich, Germany - April 1969",21,To Love Somebody (Expanded Edition),Nina Simone,spotify:track:731cir8QJxFpmY4dlsSdGJ
"Cosi ti amo - ""To Love Somebody"" Italian version",26,To Love Somebody (Expanded Edition),Nina Simone,spotify:track:7CrIhsmPPc58icfggyZKgZ
"Introduction - Live at Philharmonic Hall, New York, NY - October 1969",14,Black Gold (Expanded Edition),Nina Simone,spotify:track:1Sm0PVqDcYVbVS5nc7dSlt
"Black Is the Colour of My True Love's Hair - Live at Philharmonic Hall, New York, NY - October 1969",22,Black Gold (Expanded Edition),Nina Simone,spotify:track:1tTP97bEUWJbWno11LSdss
"Ain't Got No - I Got Life - Live at Philharmonic Hall, New York, NY - October 1969",21,Black Gold (Expanded Edition),Nina Simone,spotify:track:3V3fZlQmv9KZD9sGl61VMi
"West Wind - Live at Philharmonic Hall, New York, NY - October 1969",17,Black Gold (Expanded Edition),Nina Simone,spotify:track:5G5Amx8IeaNQsE0D1caGhm
"Who Knows Where the Time Goes - Live at Philharmonic Hall, New York, NY - October 1969",27,Black Gold (Expanded Edition),Nina Simone,spotify:track:1zpLCXe9whqoNmI7gyC7XE
"The Assignment Sequence - Live at Philharmonic Hall, New York, NY - October 1969",17,Black Gold (Expanded Edition),Nina Simone,spotify:track:2ZmCAhkgrl06F3jvRaBY56
"To Be Young, Gifted and Black - Live at Philharmonic Hall, New York, NY - October 1969",17,Black Gold (Expanded Edition),Nina Simone,spotify:track:4XynKlqlXHghCzJFIODfZ8
"Suzanne - Live at Philharmonic Hall, New York, NY - October 1969",19,Black Gold (Expanded Edition),Nina Simone,spotify:track:3lQz5slqc5RKNG6jiwf7Zc
"No Opportunity Necessary, No Experience Needed - Live in Munich, Germany - April 1969",14,Black Gold (Expanded Edition),Nina Simone,spotify:track:2zbLMBfYPpl7Jh96RwCwvh
"The Other Woman - Live in Munich, Germany - April 1969",17,Black Gold (Expanded Edition),Nina Simone,spotify:track:336ZkCFT91LrOfyowjtBBN
"Turn, Turn, Turn (To Everything There Is a Season) - Live in Munich, Germany - April 1969",39,Black Gold (Expanded Edition),Nina Simone,spotify:track:3RfmRk00qn35rvO6CXdnxb
"To Be Young, Gifted and Black - Single Version",34,Black Gold (Expanded Edition),Nina Simone,spotify:track:33TDAUeConyLclvr9GyvmZ
My Father,28,Baltimore,Nina Simone,spotify:track:0IQTExlaYIdKZcErAKtN43
Music For Lovers,26,Baltimore,Nina Simone,spotify:track:0XZPulWbdyVOVrQZsJ1mjm
That's All I Want From You,26,Baltimore,Nina Simone,spotify:track:0hTKUGNqKaGKZbI8PWAvQ1
Baltimore,65,Baltimore,Nina Simone,spotify:track:39CyGKIFqMzSuynOR8uilD
Everything Must Change,35,Baltimore,Nina Simone,spotify:track:49yleYpPMxCOOnltxhImlN
The Family,34,Baltimore,Nina Simone,spotify:track:14wpG5eRZwU73l6TYrvgkT
Rich Girl,34,Baltimore,Nina Simone,spotify:track:2dIt2CrDGWT96WQLT08bfr
Forget,24,Baltimore,Nina Simone,spotify:track:5b2uXyeH9SID3O0a9xBZkq
Balm In Gilead,25,Baltimore,Nina Simone,spotify:track:6pivheXpihCt0tUvklH6oM
If You Pray Right,24,Baltimore,Nina Simone,spotify:track:4fJp4tSHtgprnLTmZHR6Cs
Here Comes the Sun,60,Here Comes The Sun (Expanded Edition),Nina Simone,spotify:track:1x9ahz0ALGHgbN9wwDjmre
Just Like a Woman,54,Here Comes The Sun (Expanded Edition),Nina Simone,spotify:track:3LELTbDh9YCJrJIUERcj9p
O-o-h Child,39,Here Comes The Sun (Expanded Edition),Nina Simone,spotify:track:2aH7WrX4iyMr9kxdF8hVln
Mr. Bojangles,57,Here Comes The Sun (Expanded Edition),Nina Simone,spotify:track:5ywoRjfVIlcJiSAxwPT3Pt
New World Coming,35,Here Comes The Sun (Expanded Edition),Nina Simone,spotify:track:4IHyJtuRQOy447NIGKt5Lk
Angel of the Morning,33,Here Comes The Sun (Expanded Edition),Nina Simone,spotify:track:5HFqvX0qiPF7LoMIFbiAdY
How Long Must I Wonder,30,Here Comes The Sun (Expanded Edition),Nina Simone,spotify:track:3KLS3NhHQjB8CNy2Vye3hK
My Way,52,Here Comes The Sun (Expanded Edition),Nina Simone,spotify:track:2Yg4GGGKqGwoqM5OgdhpAj
Tanywey,30,Here Comes The Sun (Expanded Edition),Nina Simone,spotify:track:2XhTTomsDWGkYKiz6rR5R3
My Father,28,Here Comes The Sun (Expanded Edition),Nina Simone,spotify:track:5IhRkoND4AfxqrOIZDQfjK
Jelly Roll,29,Here Comes The Sun (Expanded Edition),Nina Simone,spotify:track:78HhWs8U3RIBQ9vsx07oPL
Tell It Like It Is,41,Here Comes The Sun (Expanded Edition),Nina Simone,spotify:track:30N5YD1KEtQM2dajFWb0TH
22nd Century,32,Here Comes The Sun (Expanded Edition),Nina Simone,spotify:track:1NZAisHXFuKJqOjr14TvDN
"What Have They Done to My Song, Ma",27,Here Comes The Sun (Expanded Edition),Nina Simone,spotify:track:7vtkjHQoNgLtNqLiwewQHn
My Baby Just Cares For Me - Live At Vine St. Bar & Grill/1987,0,Let It Be Me,Nina Simone,spotify:track:18bjCk8DeyiQ2n0NOfx3f7
Sugar In My Bowl - 1987/Live At Vine St. Bar & Grill,0,Let It Be Me,Nina Simone,spotify:track:1KCEXBzSbOuWnOvFnd1OiL
Fodder On My Wings - Live (1987/Vine St. Bar & Grill),0,Let It Be Me,Nina Simone,spotify:track:43GZmrgbuujyPFytN6SXkk
Be My Husband - Live (1987/Vine St. Bar & Grill),0,Let It Be Me,Nina Simone,spotify:track:55YuubqL9xZCzSWEiTiUdN
Just Like A Woman - Live (1987/Vine St. Bar & Grill),0,Let It Be Me,Nina Simone,spotify:track:19iE85gPvgK5MnxtEpc9bR
Balm In Gilead - Live (1987/Vine St. Bar & Grill),0,Let It Be Me,Nina Simone,spotify:track:1Wpn2QiZcQgMm9ztdElZDj
Stars - Live (1987/Vine St. Bar & Grill),0,Let It Be Me,Nina Simone,spotify:track:18mgNTKqihV3nbNznYX6TK
If You Pray Right (Heaven Belongs To You) - Live (1987/Vine St. Bar & Grill),0,Let It Be Me,Nina Simone,spotify:track:5gmvoeDe02NHnOJVYlJyk0
If You Knew / Let It Be Me - Live (1987/Vine St. Bar & Grill),0,Let It Be Me,Nina Simone,spotify:track:7F12YGWpM0eGYdpENCgvco
Four Women - Live (1987/Vine St. Bar & Grill),0,Let It Be Me,Nina Simone,spotify:track:2RLnCblV4OpoEuJhsWUHBG
Mississippi Goddam - Live (1987/Vine St. Bar & Grill),0,Let It Be Me,Nina Simone,spotify:track:4nxSfNcP1ypstLCaMkG6hR
Baltimore - Live (1987/Vine St. Bar & Grill),0,Let It Be Me,Nina Simone,spotify:track:1gCLXzGUKTkGgoaYVc3EzQ
Obstacle 1,0,Turn On The Bright Lights,Interpol,spotify:track:15YJouNHJaoBqGTmdBleMX
NYC,0,Turn On The Bright Lights,Interpol,spotify:track:1xMXnvpw1qe8lE9EyQHfJq
Say Hello to the Angels,0,Turn On The Bright Lights,Interpol,spotify:track:0MNZdXMEKeeLkWXNO872hp
Hands Away,0,Turn On The Bright Lights,Interpol,spotify:track:18NhXWB9bL1UM6LYzEiFBX
Stella was a diver and she was always down,0,Turn On The Bright Lights,Interpol,spotify:track:0mdnfh0neLMvEMluRminVj
Roland,0,Turn On The Bright Lights,Interpol,spotify:track:1UXNuigYvHccnSr1X23XBI
Leif Erikson,0,Turn On The Bright Lights,Interpol,spotify:track:13Jwh1PJKxeCzDPQj2SILq
Untitled,0,Turn On The Bright Lights,Interpol,spotify:track:5Egv98uHm9HN0iFSfV3qFC
PDA,0,Turn On The Bright Lights,Interpol,spotify:track:7GFkI7nUBlLLEhhF9Uvxc9
Obstacle 2,0,Turn On The Bright Lights,Interpol,spotify:track:3t6Tnr8ashXzNnKWEqUfnu
The New,0,Turn On The Bright Lights,Interpol,spotify:track:6VE0Mpi5eYdF47wrngiL8j
Next Exit,0,Antics: The Special Edition,Interpol,spotify:track:0RiMrjL5kxpYUQB1VUEzmf
Evil,0,Antics: The Special Edition,Interpol,spotify:track:2aSqq7claHAcS7KJWI6lmO
Narc,0,Antics: The Special Edition,Interpol,spotify:track:2pZYPL5hTnboz9PGNDZn5q
Take You On A Cruise,0,Antics: The Special Edition,Interpol,spotify:track:361wkaYfzPrYX28j4lTFAx
Slow Hands,0,Antics: The Special Edition,Interpol,spotify:track:4qoikTP7LVRTkoCaNj8rgG
Not Even Jail,0,Antics: The Special Edition,Interpol,spotify:track:2W65pLya6hWigaE9UxjqkH
Public Pervert,0,Antics: The Special Edition,Interpol,spotify:track:46MWTUGNF5idKRcI8LZvaL
C'mere,0,Antics: The Special Edition,Interpol,spotify:track:3fePur9Ksd5zWHxcY3iBwp
Length Of Love,0,Antics: The Special Edition,Interpol,spotify:track:3Q6nM0JaTws3aBEvksq3s1
A Time To Be So Small,0,Antics: The Special Edition,Interpol,spotify:track:7ftjHBw7oYPnyzhXeEdEDQ
Song Seven,0,Antics: The Special Edition,Interpol,spotify:track:27UhecH4OVjlmaeRdXWJtj
Narc (Paul Banks Remix),0,Antics: The Special Edition,Interpol,spotify:track:2w95vdgJp8LbprzNutdovN
Not Even Jail (Daniel Kessler Remix),0,Antics: The Special Edition,Interpol,spotify:track:1At9cWcdVhQM0I8BkZAWXU
Fog Vs. Mould For The Length Of Love,0,Antics: The Special Edition,Interpol,spotify:track:4NNj89R6URAdCnvd7FiTw4
Public Pervert (Carlos D Remix),0,Antics: The Special Edition,Interpol,spotify:track:6ufGGj38dHHmgyHcX0n0lm
No I In Threesome,0,Our Love To Admire,Interpol,spotify:track:03jKcLMhSDlgn5lKQDLzNG
Pioneer To The Falls,0,Our Love To Admire,Interpol,spotify:track:0yqMzP4oc8umclo66SwfWD
The Scale,0,Our Love To Admire,Interpol,spotify:track:5GRafvd4VSCAHr7QNF4aDX
The Heinrich Maneuver,0,Our Love To Admire,Interpol,spotify:track:4VmqrMPBppKFkOw2zuEIt8
Mammoth,0,Our Love To Admire,Interpol,spotify:track:3NAFlPyZmBAUuqgCW6SgTb
Pace Is The Trick,0,Our Love To Admire,Interpol,spotify:track:1gSHz4T49geYywv28Aa5Nf
All Fired Up,0,Our Love To Admire,Interpol,spotify:track:2CAFnJifRA6fCfSWhvjBga
Rest My Chemistry,0,Our Love To Admire,Interpol,spotify:track:4iLG33TT4HaVILLC0q4rEn
Who Do You Think,0,Our Love To Admire,Interpol,spotify:track:2fK6Tmge2Kwox7hoFNCN68
Wrecking Ball,0,Our Love To Admire,Interpol,spotify:track:2aoeLQm4EHWns3HWUMIWUl
The Lighthouse,0,Our Love To Admire,Interpol,spotify:track:5GUOYxEC5H3F13Zq0agiDa
Success,0,Interpol,Interpol,spotify:track:11UK2krGqZXnr0khXrK7b6
Memory Serves,0,Interpol,Interpol,spotify:track:26wUyPWu2SmJUE2sXbwnK4
Summer Well,0,Interpol,Interpol,spotify:track:0S2HACOUWt5AbTKZiO3RdS
Lights,0,Interpol,Interpol,spotify:track:0pbWPDoOQ6ahqn30gjm5Ne
Barricade,0,Interpol,Interpol,spotify:track:6tMTUiDe25SmmTNhXI6fZO
Always Malaise (The Man I Am),0,Interpol,Interpol,spotify:track:4KkH2eU7H65ViHUixPOEfj
Safe Without,0,Interpol,Interpol,spotify:track:6EH2Sed4wb3xI4JdF9881K
Try It On,0,Interpol,Interpol,spotify:track:6hJLKb2bnfyjjpMUSzdrWi
All Of The Ways,0,Interpol,Interpol,spotify:track:6jfuSpFyOqhzdZEY0VMseX
The Undoing,0,Interpol,Interpol,spotify:track:1uKlk4v2Sxgs3eyqjS5vMI
All The Rage Back Home,0,El Pintor,Interpol,spotify:track:41g3tCnqP8yTauiPQPndVO
My Desire,0,El Pintor,Interpol,spotify:track:3GEwVGbwzSyLqIvXsrafL8
Anywhere,0,El Pintor,Interpol,spotify:track:27LTxAiNu1cQkYfruGvNX3
"Same Town, New Story",0,El Pintor,Interpol,spotify:track:5zU75GkATWqkjI4biyxXlY
My Blue Supreme,0,El Pintor,Interpol,spotify:track:5D9YoJIvm7AonKsDardvGI
Everything Is Wrong,0,El Pintor,Interpol,spotify:track:5ciVbeefBaNOmaDXsN0amO
Breaker 1,0,El Pintor,Interpol,spotify:track:5ulH7FdZYLb1Kb3YongC3M
Ancient Ways,0,El Pintor,Interpol,spotify:track:7aTeAeWPJ1wDundDwcuv2e
Tidal Wave,0,El Pintor,Interpol,spotify:track:30nJ9cIHWsfBLhvHpDbqXW
Twice As Hard,0,El Pintor,Interpol,spotify:track:5yliXGiVY5kQLhkc7G9WuC
Timber,14,Virginian,Neko Case,spotify:track:6TXQY7GUXI4TMNINIk0Xpj
Bowling Green,15,Virginian,Neko Case,spotify:track:5HQawLQ2H1NNf2h6b7r5II
Jettison,12,Virginian,Neko Case,spotify:track:2GhMld6viBUTuPu6VI1nu7
High on Cruel,12,Virginian,Neko Case,spotify:track:55f87xp3WF4ZewJfuPmPPh
Karoline,11,Virginian,Neko Case,spotify:track:4sguX3YjW4QhH1rMbLbU6G
Lonely Old Lies,13,Virginian,Neko Case,spotify:track:2vgKISKpx6gcJKlSl7gqIH
The Virginian,19,Virginian,Neko Case,spotify:track:3EAcLaiC5MdQoi3ynHpRka
Dutchess,20,Virginian,Neko Case,spotify:track:071my227EOK8Fy3KHHOP25
Thanks A Lot,24,Virginian,Neko Case,spotify:track:0ej3PX2fevuET7gY9bG1LN
Misfire,10,Virginian,Neko Case,spotify:track:6qXZUNynH9guZ5EWqrDamj
Honky Tonk Hiccups,12,Virginian,Neko Case,spotify:track:73eh7A0OsjElakj1STg32S
Somebody Led Me Away,11,Virginian,Neko Case,spotify:track:7eLD3hLlQzeH4TsGkVs2f8
Set Out Running,28,Furnace Room Lullaby,Neko Case,spotify:track:2YlLidmlK70xP1uruM3Fqj
Guided By Wire,25,Furnace Room Lullaby,Neko Case,spotify:track:4eagmxfjr1r4g4rOCyyy6h
Porchlight,24,Furnace Room Lullaby,Neko Case,spotify:track:3s46iHBHx7GWsXAgR9focp
Mood to Burn Bridges,20,Furnace Room Lullaby,Neko Case,spotify:track:5MDC7FVb65Mkt7HO2Z4mr0
No Need To Cry,20,Furnace Room Lullaby,Neko Case,spotify:track:3kEogVycCzcvqrYRIGAr43
Twist the Knife,20,Furnace Room Lullaby,Neko Case,spotify:track:4uwhKDd6gPHH41YeB1Hf9g
Thrice All American,25,Furnace Room Lullaby,Neko Case,spotify:track:3Wx6DM5SqTdPu7EapdA1QL
We've Never Met,24,Furnace Room Lullaby,Neko Case,spotify:track:0SZTKIQXRaJedW4ZSsOHsF
Whip the Blankets,17,Furnace Room Lullaby,Neko Case,spotify:track:6STVlTMGCccUI4lxLbfpjR
South Tacoma Way,25,Furnace Room Lullaby,Neko Case,spotify:track:3fa69L4plTjcjCJtI9Gfhr
Bought and Sold,17,Furnace Room Lullaby,Neko Case,spotify:track:7MSoJ9JVxuk7ftvldwA0hv
Furnace Room Lullaby,29,Furnace Room Lullaby,Neko Case,spotify:track:5X2L6GXLK70svOpafhlloP
Things That Scare Me,41,Blacklisted,Neko Case,spotify:track:1GMphu4rFfW80ME1EN8IJo
Deep Red Bells,40,Blacklisted,Neko Case,spotify:track:4jUBzVmMj8FRUjTKcOqgTn
Lady Pilot,26,Blacklisted,Neko Case,spotify:track:3cmwA0DeWEXoAA0QqH9Xmv
Tightly,27,Blacklisted,Neko Case,spotify:track:0pnGyhiRtSoJ5ARIwJxhU6
Stinging Velvet,26,Blacklisted,Neko Case,spotify:track:262TgABM9vfXdkHRCveEII
I Wish I Was the Moon,55,Blacklisted,Neko Case,spotify:track:4PxzGOH79jcmmldKgoI9sB
Outro With Bees,28,Blacklisted,Neko Case,spotify:track:4wgv0uBykXFNaSWjnesjUu
Look For Me (I'll Be Around),31,Blacklisted,Neko Case,spotify:track:61YAuOQzU7ZFoBSpqaMyiI
Pretty Girls,25,Blacklisted,Neko Case,spotify:track:5GRUh9bB6hpblgWc0hP8A3
I Missed the Point,24,Blacklisted,Neko Case,spotify:track:7tmexlsIuH880r15OBmoFE
Blacklisted,25,Blacklisted,Neko Case,spotify:track:52hoRFOSSh7eqOGYmyP2rh
Runnin' Out Of Fools,31,Blacklisted,Neko Case,spotify:track:6Q7QoCBNnYL6UDBygaoW58
Ghost Wiring,24,Blacklisted,Neko Case,spotify:track:6WGJnJ6fu2f1mjDgwT3J8N
Outro With Bees (Reprise),21,Blacklisted,Neko Case,spotify:track:5Up5yTQiPP4UYGwT1OHhYJ
If You Knew,29,The Tigers Have Spoken,Neko Case,spotify:track:1pYutjRI5MNZwZSar3EalA
Soulful Shade Of Blue,23,The Tigers Have Spoken,Neko Case,spotify:track:0Y5JE52hkvSM2fCiKqS6sR
Hex,23,The Tigers Have Spoken,Neko Case,spotify:track:1n9Y3lN3CjKYijhYhOpIVg
Train From Kansas City,27,The Tigers Have Spoken,Neko Case,spotify:track:3ICHseyibemieGb9NxUVOZ
The Tigers Have Spoken,24,The Tigers Have Spoken,Neko Case,spotify:track:086YwJQkdTiNqguJr05TG5
Blacklisted,13,The Tigers Have Spoken,Neko Case,spotify:track:1l8Q15Cfz3caWUgKMkimeS
Loretta,14,The Tigers Have Spoken,Neko Case,spotify:track:54cQ6d97cYYuPuwC3VeC2g
Favorite,18,The Tigers Have Spoken,Neko Case,spotify:track:7hY4Tav2ut2NqgsczAtnNT
Rated X,16,The Tigers Have Spoken,Neko Case,spotify:track:0yWcugiMXpOMXQXXHBMYGl
This Little Light,13,The Tigers Have Spoken,Neko Case,spotify:track:2skjAwpvbJPXuCEM7304U6
Wayfaring Stranger,27,The Tigers Have Spoken,Neko Case,spotify:track:5bTNFv5BX0FWS2EteNqQ0J
The Tigers Intro - Spoken Word,10,The Tigers Have Spoken,Neko Case,spotify:track:1pyjFFfMM9ETEuIMasraYY
Favorite,0,Live From Austin TX,Neko Case,spotify:track:3OTeCt7ZKQpn375o2x0seD
Outro With Bees,0,Live From Austin TX,Neko Case,spotify:track:0BjtGzh70bepZPT4NyRV9B
Behind The House,0,Live From Austin TX,Neko Case,spotify:track:5usHFCmTEPFeWOHrHfw7Yv
Ghost Wiring,0,Live From Austin TX,Neko Case,spotify:track:0jDVeRXajwoW4I7bKZClxs
Deep Red Bells,0,Live From Austin TX,Neko Case,spotify:track:3kbwc8cJfPY8M2skXhXnoL
Knock Loud,0,Live From Austin TX,Neko Case,spotify:track:0136H0nkLzpo5urOs3RW7N
Hex,0,Live From Austin TX,Neko Case,spotify:track:6emv7tFAIILZanVT6FsZS6
Maybe Sparrow,0,Live From Austin TX,Neko Case,spotify:track:0PAFeYIZT0SQxLmu0C8Lmn
Wayfaring Stranger,0,Live From Austin TX,Neko Case,spotify:track:1prQgyd7MHaJQRPQWAdaEg
Furnace Room Lullaby,0,Live From Austin TX,Neko Case,spotify:track:2EYvyZJNT8noFsNxSanD1u
In California,0,Live From Austin TX,Neko Case,spotify:track:7zGdZmeZycQgXbufSdjIBI
Buckets Of Rain,0,Live From Austin TX,Neko Case,spotify:track:25SaaQh3t8GNLdsOZpTbZP
Look For Me [I'll Be Around],0,Live From Austin TX,Neko Case,spotify:track:6jlLnYAf2ZbebuPb1vutUw
Alone And Forsaken,0,Live From Austin TX,Neko Case,spotify:track:2Ax4mD95vBtmd2D2El5slc
Star Witness,50,Fox Confessor Brings The Flood (Bonus Track Version),Neko Case,spotify:track:17fWdcSAhLc6559youmLap
"Hold On, Hold On",46,Fox Confessor Brings The Flood (Bonus Track Version),Neko Case,spotify:track:3S80U4lmgrsYM9Ew93Z82P
That Teenage Feeling,34,Fox Confessor Brings The Flood (Bonus Track Version),Neko Case,spotify:track:3EVNUWzRLvdiHwD1qQDQ7f
John Saw That Number,32,Fox Confessor Brings The Flood (Bonus Track Version),Neko Case,spotify:track:08nhxjVxAq9Q37qiskGKlW
Dirty Knife,29,Fox Confessor Brings The Flood (Bonus Track Version),Neko Case,spotify:track:0XNM1Mq2YYxwJPFOL3FOPq
Maybe Sparrow,34,Fox Confessor Brings The Flood (Bonus Track Version),Neko Case,spotify:track:3QqRGEclfb3qnjs5NhSkRN
Margaret vs. Pauline,34,Fox Confessor Brings The Flood (Bonus Track Version),Neko Case,spotify:track:7zp9Uj66my5wUpdH1FTfy9
A Widow's Toast,30,Fox Confessor Brings The Flood (Bonus Track Version),Neko Case,spotify:track:3Uw1j9ZMf1j9UTbPKBN0Hq
Fox Confessor Brings The Flood,30,Fox Confessor Brings The Flood (Bonus Track Version),Neko Case,spotify:track:5KESChxrDFqBxR07JLRckJ
Lion's Jaws,28,Fox Confessor Brings The Flood (Bonus Track Version),Neko Case,spotify:track:4ny4sqrQmzhwHk7IHIVmL1
At Last,29,Fox Confessor Brings The Flood (Bonus Track Version),Neko Case,spotify:track:3XLAWhafcZk4GUEZQ1DhxV
The Needle Has Landed,30,Fox Confessor Brings The Flood (Bonus Track Version),Neko Case,spotify:track:3U9q4Cg5wl1zhShxsNFivf
Behind The House - Demo,25,Fox Confessor Brings The Flood (Bonus Track Version),Neko Case,spotify:track:5ksBIRbhQFtGNrEk96LJ8G
People Got A Lotta Nerve,35,Middle Cyclone,Neko Case,spotify:track:1Uc3rz3PTam7NhygEj2pFz
Polar Nettles,24,Middle Cyclone,Neko Case,spotify:track:0b3kHyEOLB2yapsAYhN8Jp
Vengeance Is Sleeping,29,Middle Cyclone,Neko Case,spotify:track:2GX3B6isXcYjDwKFx0diSn
Never Turn Your Back On Mother Earth,24,Middle Cyclone,Neko Case,spotify:track:5a6avK9UJfSXwucfjxgc3Y
Middle Cyclone,32,Middle Cyclone,Neko Case,spotify:track:5UnnCNuNu1ct5QfP1ucOSt
Fever,24,Middle Cyclone,Neko Case,spotify:track:2cax5xYCd6OytQsr6isTkE
Magpie To The Morning,30,Middle Cyclone,Neko Case,spotify:track:6cQ7VLo6BKW5JhhzhkiKkB
I'm An Animal,30,Middle Cyclone,Neko Case,spotify:track:2S1ch4VIxSxtQ5zsoY0saO
Prison Girls,25,Middle Cyclone,Neko Case,spotify:track:6nwQyMJ0kILSBQhmenHILv
Don't Forget Me,29,Middle Cyclone,Neko Case,spotify:track:1fEAwTMMhtDeX8QG8mIs0A
The Pharoahs,30,Middle Cyclone,Neko Case,spotify:track:1JxGfZPsXyQSTGr6NytKPn
